"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Ores, slag and ash",526,"Tin Ores",52609,"Mineral Products",5,298594,1995
"Ores, slag and ash",526,"Chromium Ore",52610,"Mineral Products",5,24246048,1995
"Ores, slag and ash",526,"Tungsten Ore",52611,"Mineral Products",5,25313369,1995
"Ores, slag and ash",526,"Uranium and Thorium Ore",52612,"Mineral Products",5,2762146,1995
"Ores, slag and ash",526,"Molybdenum Ore",52613,"Mineral Products",5,70442298,1995
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,166625241,1995
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,59732382,1995
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,43379147,1995
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,21640873,1995
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,63602651,1995
"Ores, slag and ash",526,"Slag Dross",52619,"Mineral Products",5,15133852,1995
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,136209614,1995
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,5763445,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,281141887,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Lignite",52702,"Mineral Products",5,3454271,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,132822463.99999999,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,372262148,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,986,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Tar",52706,"Mineral Products",5,11768201,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,89987001,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,27415766,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,46740959855,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,9233203231,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,5978882443,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,83660607,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,144770260,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,103011865,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,45007739,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Electricity",52716,"Mineral Products",5,940708826,1995
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,90566413,1995
"Inorganic chemicals",628,"Sulfur",62802,"Chemical Products",6,3162838,1995
"Inorganic chemicals",628,"Carbon",62803,"Chemical Products",6,104105960,1995
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,281415093,1995
"Inorganic chemicals",628,"Alkaline Metals",62805,"Chemical Products",6,30511668,1995
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,5782861,1995
"Inorganic chemicals",628,"Sulfuric Acid",62807,"Chemical Products",6,81681797,1995
"Inorganic chemicals",628,"Nitric Acids",62808,"Chemical Products",6,4086005,1995
